;ID;Text;Label;clean_tweets;Hashtags;tokens
3572;134357;my dads getting the covid vaccine today <U+0001F601>;0;dads getting covid vaccine today u f;[];['dads', 'getting', 'covid', 'vaccine', 'today', 'u', 'f']
3573;134224;if you use to eat from Naginas in the ends please dont worry about whats in the vaccine;0;use eat naginas ends please dont worry whats vaccine;[];['use', 'eat', 'naginas', 'ends', 'please', 'dont', 'worry', 'whats', 'vaccine']
3574;138789;Thanks @UWaterloo + @CFFM_KW + volunteers! K2 got his vaccine while rocking his @FredVanVleet kit! Did you know COVID is 10x deadlier for people w/ Down Syndrome? @WWDSS_WWDSS @LeoRautins @shermanhamilton #GetVaccinated #DownSyndrome https://t.co/MyVCRQgTOp;0;thanks kw volunteers k got vaccine rocking kit know covid x deadlier people w syndrome wwdss getvaccinated downsyndrome;['#GetVaccinated', '#DownSyndrome'];['thanks', 'kw', 'volunteers', 'k', 'got', 'vaccine', 'rocking', 'kit', 'know', 'covid', 'x', 'deadlier', 'people', 'w', 'syndrome', 'wwdss', 'getvaccinated', 'downsyndrome']
3575;137297;"Everything went fine with the vaccine :D_x000D_
Now i have portable 5g, nice https://t.co/69Z1iTmcF8";0;everything went fine vaccine x portable g nice;[];['everything', 'went', 'fine', 'vaccine', 'x', 'portable', 'g', 'nice']
3576;134339;getting my first dose of the vaccine tomorrow!;0;getting first dose vaccine tomorrow;[];['getting', 'first', 'dose', 'vaccine', 'tomorrow']
3577;134225;if you’ve ever used a train bathroom you don’t need to worry about what’s in the vaccine;0;ever used train bathroom need worry vaccine;[];['ever', 'used', 'train', 'bathroom', 'need', 'worry', 'vaccine']
3578;134329;Apparently the vaccine is Mr. Depopulation's dream come true.  Yesterday I read a scientific analysis how it causes the placenta to unattach in pregnancy midtem, unknown if that is lifetime.  1 of 2;1;apparently vaccine mr depopulation dream come true yesterday read scientific analysis causes placenta unattach pregnancy midtem unknown lifetime;[];['apparently', 'vaccine', 'mr', 'depopulation', 'dream', 'come', 'true', 'yesterday', 'read', 'scientific', 'analysis', 'causes', 'placenta', 'unattach', 'pregnancy', 'midtem', 'unknown', 'lifetime']
3579;137222;How many more people have to die or get seriously ill from the poison vaccines before people realise the truth? There is no pandemic, never was one. The vaccine is gene altering therapy, an experiment. Wake up World https://t.co/e4Sqi1iuQA;1;many people die get seriously ill poison vaccines people realise truth pandemic never one vaccine gene altering therapy experiment wake world;[];['many', 'people', 'die', 'get', 'seriously', 'ill', 'poison', 'vaccines', 'people', 'realise', 'truth', 'pandemic', 'never', 'one', 'vaccine', 'gene', 'altering', 'therapy', 'experiment', 'wake', 'world']
3580;134618;i just got my covid vaccine, and the list of side effects was up the wall <U+0001F972>;0;got covid vaccine list side effects wall u f;[];['got', 'covid', 'vaccine', 'list', 'side', 'effects', 'wall', 'u', 'f']
3581;138770;First BioNTech/Pfizer jab done. No immediate after effects, so all good so far. 2nd dose scheduled for June 10th. #vaccinated #Comirnaty;0;first biontech pfizer jab done immediate effects good far nd dose scheduled june th vaccinated comirnaty;['#vaccinated', '#Comirnaty'];['first', 'biontech', 'pfizer', 'jab', 'done', 'immediate', 'effects', 'good', 'far', 'nd', 'dose', 'scheduled', 'june', 'th', 'vaccinated', 'comirnaty']
3582;134690;If you got your ears pierced at Claire’s don’t worry about the vaccine;0;got ears pierced claire worry vaccine;[];['got', 'ears', 'pierced', 'claire', 'worry', 'vaccine']
3583;134442;"I understand and appreciate that so many of you are excited to eventually be able to get a vaccine. _x000D_
_x000D_
I also get that many of you want to express just how willing you are to be vaccinated, because there are some who have doubts. Maybe you can help change their minds._x000D_
_x000D_
BUT....";0;understand appreciate many excited eventually able get vaccine x x also get many want express willing vaccinated doubts maybe help change minds x x;[];['understand', 'appreciate', 'many', 'excited', 'eventually', 'able', 'get', 'vaccine', 'x', 'x', 'also', 'get', 'many', 'want', 'express', 'willing', 'vaccinated', 'doubts', 'maybe', 'help', 'change', 'minds', 'x', 'x']
3584;137414;Australia Melbourne. “Stick your poison vaccine up your arse”. https://t.co/AmESIr1ywn;1;australia melbourne stick poison vaccine arse;[];['australia', 'melbourne', 'stick', 'poison', 'vaccine', 'arse']
3585;138718;Any eligible adult in #NewYork will be able to walk in for vaccination at state-run sites. #GetVaccinated  https://t.co/QoRRoFxTrd;0;eligible adult newyork able walk vaccination state run sites getvaccinated;['#NewYork', '#GetVaccinated'];['eligible', 'adult', 'newyork', 'able', 'walk', 'vaccination', 'state', 'run', 'sites', 'getvaccinated']
3586;137413;I’m taking the mpre two days after my second Pfizer dose (probably will feel like shit) and I think that’s the perfect way to close off my amazing 3L year <U+0001F921>;0;taking mpre two days second pfizer dose probably feel like shit think perfect way close amazing l year u f;[];['taking', 'mpre', 'two', 'days', 'second', 'pfizer', 'dose', 'probably', 'feel', 'like', 'shit', 'think', 'perfect', 'way', 'close', 'amazing', 'l', 'year', 'u', 'f']
3587;135911;Moderna’s SEC filings, which Martin claims to have carefully reviewed, specifies and stresses that its technology is a “gene therapy technology.” Originally, its technology was set up to be a cancer treatment, so more specifically, it’s a chemotherapy gene therapy technology.;1;moderna sec filings martin claims carefully reviewed specifies stresses technology gene therapy technology originally technology set cancer treatment specifically chemotherapy gene therapy technology;[];['moderna', 'sec', 'filings', 'martin', 'claims', 'carefully', 'reviewed', 'specifies', 'stresses', 'technology', 'gene', 'therapy', 'technology', 'originally', 'technology', 'set', 'cancer', 'treatment', 'specifically', 'chemotherapy', 'gene', 'therapy', 'technology']
3588;138710;"In this week's ""Hands on Health"" podcast, hear from CMH's Chris Laman, leader of the Clatsop County Vaccine Task Force, who gives an inside look at the fight against COVID-19. Listen here: https://t.co/MFH8ozS88l_x000D_
_x000D_
#covid19 #covid19vaccine #getvaccinated https://t.co/P1QlFExdxk";0;week hands health podcast hear cmh chris laman leader clatsop county vaccine task force gives inside look fight covid listen x covid covid vaccine getvaccinated;['#covid19', '#covid19vaccine', '#getvaccinated'];['week', 'hands', 'health', 'podcast', 'hear', 'cmh', 'chris', 'laman', 'leader', 'clatsop', 'county', 'vaccine', 'task', 'force', 'gives', 'inside', 'look', 'fight', 'covid', 'listen', 'x', 'covid', 'covid', 'vaccine', 'getvaccinated']
3589;134261;"Keep those #validations that this a #Plandemic, #scientists. I have said all year that there's #nanoparticles. Oh no. Sheeples won't listen!_x000D_
_x000D_
https://t.co/YbpUwtsXBE_x000D_
_x000D_
#ExposeBillGates #NewWorldOrder #wakeup #BillGates #Pfizer #COVID19 #lockdown #depopulation #Staged #liesoflies";1;keep validations plandemic scientists said year nanoparticles oh sheeples listen x x x exposebillgates newworldorder wakeup billgates pfizer covid lockdown depopulation staged liesoflies;['#validations', '#Plandemic,', '#scientists.', '#nanoparticles.', '#ExposeBillGates', '#NewWorldOrder', '#wakeup', '#BillGates', '#Pfizer', '#COVID19', '#lockdown', '#depopulation', '#Staged', '#liesoflies'];['keep', 'validations', 'plandemic', 'scientists', 'said', 'year', 'nanoparticles', 'oh', 'sheeples', 'listen', 'x', 'x', 'x', 'exposebillgates', 'newworldorder', 'wakeup', 'billgates', 'pfizer', 'covid', 'lockdown', 'depopulation', 'staged', 'liesoflies']
3590;136037;"Several hours after my first real Pfizer shot and I feel normal! No soreness, tenderness, or redness._x000D_
_x000D_
Still a chance it hits me tomorrow and/or after the second shot but so far so good!";0;several hours first real pfizer shot feel normal soreness tenderness redness x x still chance hits tomorrow second shot far good;[];['several', 'hours', 'first', 'real', 'pfizer', 'shot', 'feel', 'normal', 'soreness', 'tenderness', 'redness', 'x', 'x', 'still', 'chance', 'hits', 'tomorrow', 'second', 'shot', 'far', 'good']
3591;137333;Threats over delivery ban clearly trying to deflect on your useless vaccine procurement. Ursula von der Leyen should be sacked or resign. Clearly passed her sell by date.        threatens AstraZeneca with vaccine export ban' | via @telegraph https://t.co/v9yRRZIPnn;1;threats delivery ban clearly trying deflect useless vaccine procurement ursula von der leyen sacked resign clearly passed sell date threatens astrazeneca vaccine export ban via;[];['threats', 'delivery', 'ban', 'clearly', 'trying', 'deflect', 'useless', 'vaccine', 'procurement', 'ursula', 'von', 'der', 'leyen', 'sacked', 'resign', 'clearly', 'passed', 'sell', 'date', 'threatens', 'astrazeneca', 'vaccine', 'export', 'ban', 'via']
3592;134468;So excited for 11pm this evening, freedom and the vaccine giving us all tremendous hope for 2021.;0;excited pm evening freedom vaccine giving us tremendous hope;[];['excited', 'pm', 'evening', 'freedom', 'vaccine', 'giving', 'us', 'tremendous', 'hope']
3593;134620;Someone said Boris’ strategy is vaccine and inshallah and I am SCREAMING.;0;someone said boris strategy vaccine inshallah screaming;[];['someone', 'said', 'boris', 'strategy', 'vaccine', 'inshallah', 'screaming']
3594;134690;There is no vaccine for Stupid;0;vaccine stupid;[];['vaccine', 'stupid']
3595;134457;Understanding the dangers of mRNA vaccine. Experimental rewriting of human DNA unveiling the NWO antichrist agenda https://t.co/XdUqhUwcUj;1;understanding dangers mrna vaccine experimental rewriting human dna unveiling nwo antichrist agenda;[];['understanding', 'dangers', 'mrna', 'vaccine', 'experimental', 'rewriting', 'human', 'dna', 'unveiling', 'nwo', 'antichrist', 'agenda']
3596;138828;My arm is so sore from the part 1 of the vaccine, but I'm still grateful I able to get it.;0;arm sore part vaccine still grateful able get;[];['arm', 'sore', 'part', 'vaccine', 'still', 'grateful', 'able', 'get']
3597;134395;"In all samples we’ve studied this past 9 months, family getting #COVID ranks as one of the biggest worries. Grateful today for the huge relief of my spouse getting the #vaccine and indebted to healthcare workers, scientists @Penn &amp; elsewhere, &amp; volunteers, who made this possible https://t.co/0zouk2pref";0;samples studied past months family getting covid ranks one biggest worries grateful today huge relief spouse getting vaccine indebted healthcare workers scientists amp elsewhere amp volunteers made possible;['#COVID', '#vaccine'];['samples', 'studied', 'past', 'months', 'family', 'getting', 'covid', 'ranks', 'one', 'biggest', 'worries', 'grateful', 'today', 'huge', 'relief', 'spouse', 'getting', 'vaccine', 'indebted', 'healthcare', 'workers', 'scientists', 'amp', 'elsewhere', 'amp', 'volunteers', 'made', 'possible']
3598;134690;I want my mofo vaccine;0;want mofo vaccine;[];['want', 'mofo', 'vaccine']
3599;134656;Just got my first dose of the Moderna vaccine. I’ll sit here for 15 min and then go home!;0;got first dose moderna vaccine sit min go home;[];['got', 'first', 'dose', 'moderna', 'vaccine', 'sit', 'min', 'go', 'home']
3600;134431;my parents are getting the coronavirus vaccine today I’m so excited for them;0;parents getting coronavirus vaccine today excited;[];['parents', 'getting', 'coronavirus', 'vaccine', 'today', 'excited']
3601;134690;Matt Hancock where is the vaccine?;0;matt hancock vaccine;[];['matt', 'hancock', 'vaccine']
3602;136028;I got the second dose of the vaccine yesterday and I am Straight Up Not Having a Good Time™<U+FE0F>;0;got second dose vaccine yesterday straight good time u fe f;[];['got', 'second', 'dose', 'vaccine', 'yesterday', 'straight', 'good', 'time', 'u', 'fe', 'f']
3603;134690;"32-Year-Old Mexican Doctor Suffers Seizures and is Paralyzed After Receiving the Pfizer Experimental Vaccine_x000D_
https://t.co/cNx3P4KQSf";1;year old mexican doctor suffers seizures paralyzed receiving pfizer experimental vaccine x;[];['year', 'old', 'mexican', 'doctor', 'suffers', 'seizures', 'paralyzed', 'receiving', 'pfizer', 'experimental', 'vaccine', 'x']
3604;134681;It's simply amazing that all of these mutated strains of COVID-19 are getting publicity at the exact same time the government wants people to take a rushed vaccine that 99.5% of young, healthy people recover from.;1;simply amazing mutated strains covid getting publicity exact time government wants people take rushed vaccine young healthy people recover;[];['simply', 'amazing', 'mutated', 'strains', 'covid', 'getting', 'publicity', 'exact', 'time', 'government', 'wants', 'people', 'take', 'rushed', 'vaccine', 'young', 'healthy', 'people', 'recover']
3605;134246;The Vaccine is noot trusted and experimental. I will not take it.;1;vaccine noot trusted experimental take;[];['vaccine', 'noot', 'trusted', 'experimental', 'take']
3606;137327;I got a vaccine appointment!!!;0;got vaccine appointment;[];['got', 'vaccine', 'appointment']
3607;136029;Got my second dose of COVID-19 vaccine. Be safe everyone.  #COVID19 #COVIDVaccine #BeSafe  #seconddose https://t.co/Nj8PXHMPrQ;0;got second dose covid vaccine safe everyone covid covidvaccine besafe seconddose;['#COVID19', '#COVIDVaccine', '#BeSafe', '#seconddose'];['got', 'second', 'dose', 'covid', 'vaccine', 'safe', 'everyone', 'covid', 'covidvaccine', 'besafe', 'seconddose']
3608;137411;Got my second Pfizer stock today! Woohoo;0;got second pfizer stock today woohoo;[];['got', 'second', 'pfizer', 'stock', 'today', 'woohoo']
3609;134436;My moms receiving the Covid vaccine today and I’m so excited for her <U+0001F497>;0;moms receiving covid vaccine today excited u f;[];['moms', 'receiving', 'covid', 'vaccine', 'today', 'excited', 'u', 'f']
3610;134228;People are just plain stupid if they get this poison vaccine! Stop wearing a mask and contaminating your lungs! You don’t drink your own pee!!! Oxygen is key, god gave us immune systems for a reason! #wakeup;1;people plain stupid get poison vaccine stop wearing mask contaminating lungs drink pee oxygen key god gave us immune systems reason wakeup;['#wakeup'];['people', 'plain', 'stupid', 'get', 'poison', 'vaccine', 'stop', 'wearing', 'mask', 'contaminating', 'lungs', 'drink', 'pee', 'oxygen', 'key', 'god', 'gave', 'us', 'immune', 'systems', 'reason', 'wakeup']
3611;138827;Second Moderna shot was no joke;0;second moderna shot joke;[];['second', 'moderna', 'shot', 'joke']
3612;139023;"¿What do you think about Sputnik Vaccine? Anyone else here thinks that right now there are true vaccines and other ones that are not a vaccine but a depopulation weapon? I would love to know your opinion. Pls, comment. Thanx!_x000D_
https://t.co/6zLYlLqHwK";1;think sputnik vaccine anyone else thinks right true vaccines ones vaccine depopulation weapon would love know opinion pls comment thanx x;[];['think', 'sputnik', 'vaccine', 'anyone', 'else', 'thinks', 'right', 'true', 'vaccines', 'ones', 'vaccine', 'depopulation', 'weapon', 'would', 'love', 'know', 'opinion', 'pls', 'comment', 'thanx', 'x']
3613;136047;Got notice today that I moved up 10,000 spots in the vaccine line, in a county in which I do not live because the county I actually live in has basically 0 quantity of vaccine. At this rate, I expect my first shot around 13-14 weeks from now. So...June ish.;0;got notice today moved spots vaccine line county live county actually live basically quantity vaccine rate expect first shot around weeks june ish;[];['got', 'notice', 'today', 'moved', 'spots', 'vaccine', 'line', 'county', 'live', 'county', 'actually', 'live', 'basically', 'quantity', 'vaccine', 'rate', 'expect', 'first', 'shot', 'around', 'weeks', 'june', 'ish']
3614;138780;"Got my 2nd vaccine today!! Wooo!<U+0001F38A> <U+0001F389>. _x000D_
Now in two weeks this dragon will be considered fully vaccinated! <U+0001F409>_x000D_
_x000D_
 So excited to do stuff again!! #vaccinated #COVID19 #Covid #free";0;got nd vaccine today wooo u f u f x two weeks dragon considered fully vaccinated u f x x excited stuff vaccinated covid covid free;['#vaccinated', '#COVID19', '#Covid', '#free'];['got', 'nd', 'vaccine', 'today', 'wooo', 'u', 'f', 'u', 'f', 'x', 'two', 'weeks', 'dragon', 'considered', 'fully', 'vaccinated', 'u', 'f', 'x', 'x', 'excited', 'stuff', 'vaccinated', 'covid', 'covid', 'free']
3615;137396;Got booked for my first vaccine dose on 3/30 let’s gooooo;0;got booked first vaccine dose let gooooo;[];['got', 'booked', 'first', 'vaccine', 'dose', 'let', 'gooooo']
3616;134689;"Aight.... seriously, though._x000D_
_x000D_
Can I get my vaccine now?";0;aight seriously though x x get vaccine;[];['aight', 'seriously', 'though', 'x', 'x', 'get', 'vaccine']
3617;134625;He’s not wrong! Definitely will change DNA. #CovidVaccine   https://t.co/9GsqJCwv70;1;wrong definitely change dna covidvaccine;['#CovidVaccine'];['wrong', 'definitely', 'change', 'dna', 'covidvaccine']
3618;138744;"Gates says Patent law can't be waived even pandemic.Vaccine formula can't be shared by companies.That makes the whole thin shrouded in mystery.What is the guarantee that the formula shared is the same used in developed world&amp;not prepared specially for 3rd world.depopulation???...";1;gates says patent law waived even pandemic vaccine formula shared companies makes whole thin shrouded mystery guarantee formula shared used developed world amp prepared specially rd world depopulation;[];['gates', 'says', 'patent', 'law', 'waived', 'even', 'pandemic', 'vaccine', 'formula', 'shared', 'companies', 'makes', 'whole', 'thin', 'shrouded', 'mystery', 'guarantee', 'formula', 'shared', 'used', 'developed', 'world', 'amp', 'prepared', 'specially', 'rd', 'world', 'depopulation']
3619;138707;Former-Pfizer VP Yeadon: 'I don’t think you could come up with a better plan' for depopulation than the pandemic and vaccines https://t.co/zeCsEmJzdL;1;former pfizer vp yeadon think could come better plan depopulation pandemic vaccines;[];['former', 'pfizer', 'vp', 'yeadon', 'think', 'could', 'come', 'better', 'plan', 'depopulation', 'pandemic', 'vaccines']
3620;134658;If you connect to local WiFi don’t worry about what’s in the vaccine;0;connect local wifi worry vaccine;[];['connect', 'local', 'wifi', 'worry', 'vaccine']
3621;136026;"my aunt had her vaccine yesterday; my mum just texted to tell me she's booked in for hers tomorrow; science is wonderful and i accept the continuance of society";0;aunt vaccine yesterday mum texted tell booked tomorrow science wonderful accept continuance society;[];['aunt', 'vaccine', 'yesterday', 'mum', 'texted', 'tell', 'booked', 'tomorrow', 'science', 'wonderful', 'accept', 'continuance', 'society']
3622;134327;After the most stressful year of my life ( and almost 32 years of nursing)) I got my first Covid vaccine!! I’m starting to feel cautiously hopeful ! https://t.co/42m1OKz90P;0;stressful year life almost years nursing got first covid vaccine starting feel cautiously hopeful;[];['stressful', 'year', 'life', 'almost', 'years', 'nursing', 'got', 'first', 'covid', 'vaccine', 'starting', 'feel', 'cautiously', 'hopeful']
3623;139024;"I'm as grateful as anyone that the UK vaccine rollout is going well, but if you are tempted to feel smug about the way we have handled Covid-19 overall, let me remind you of the cumulative death toll._x000D_
It could've been different. This gov'ment has failed us. #NeverVoteConservative https://t.co/upgUUQxaxG";0;grateful anyone uk vaccine rollout going well tempted feel smug way handled covid overall let remind cumulative death toll x could different gov ment failed us nevervoteconservative;['#NeverVoteConservative'];['grateful', 'anyone', 'uk', 'vaccine', 'rollout', 'going', 'well', 'tempted', 'feel', 'smug', 'way', 'handled', 'covid', 'overall', 'let', 'remind', 'cumulative', 'death', 'toll', 'x', 'could', 'different', 'gov', 'ment', 'failed', 'us', 'nevervoteconservative']
3624;134619;"I may be the only one. _x000D_
But I’m not having this vaccine until it’s properly been examined _x000D_
._x000D_
It took 10 years to get a working non-dangerous vaccine._x000D_
._x000D_
So :( in staying locked up";1;may one x vaccine properly examined x x took years get working non dangerous vaccine x x staying locked;[];['may', 'one', 'x', 'vaccine', 'properly', 'examined', 'x', 'x', 'took', 'years', 'get', 'working', 'non', 'dangerous', 'vaccine', 'x', 'x', 'staying', 'locked']
3625;137408;We are thrilled our CASA volunteers are now eligible for the COVID vaccine as part of Phase 1a from the Department of Public Health as part of the Essential Workers Sector.  Three cheers to the return of more in-person meetings with their youth #CASASMC #ProtectFosterChildren https://t.co/GjAqWIsYIz;0;thrilled casa volunteers eligible covid vaccine part phase department public health part essential workers sector three cheers return person meetings youth casasmc protectfosterchildren;['#CASASMC', '#ProtectFosterChildren'];['thrilled', 'casa', 'volunteers', 'eligible', 'covid', 'vaccine', 'part', 'phase', 'department', 'public', 'health', 'part', 'essential', 'workers', 'sector', 'three', 'cheers', 'return', 'person', 'meetings', 'youth', 'casasmc', 'protectfosterchildren']
3626;134287;"Elected reps getting a ""vaccine"" injection in public view means nothing (could be just saline etc.). The ""vaccine"" is from the 80% depopulation &amp; ""purple revolution"" cabal. It'll decrease lifespan by causing cancer, ailments, etc. Ties to spygate. Thread https://t.co/0heTaDzoIu";1;elected reps getting vaccine injection public view means nothing could saline etc vaccine depopulation amp purple revolution cabal decrease lifespan causing cancer ailments etc ties spygate thread;[];['elected', 'reps', 'getting', 'vaccine', 'injection', 'public', 'view', 'means', 'nothing', 'could', 'saline', 'etc', 'vaccine', 'depopulation', 'amp', 'purple', 'revolution', 'cabal', 'decrease', 'lifespan', 'causing', 'cancer', 'ailments', 'etc', 'ties', 'spygate', 'thread']
3627;137316;[personal rant] Another Rant About #Vaccination -- Vaccine refusal, especially when coupled with rejection of public hygiene measures, threatens us all. https://t.co/NfYa4zzdmE #getvaccinated #wearyourdamnedmask;0;personal rant another rant vaccination vaccine refusal especially coupled rejection public hygiene measures threatens us getvaccinated wearyourdamnedmask;['#Vaccination', '#getvaccinated', '#wearyourdamnedmask'];['personal', 'rant', 'another', 'rant', 'vaccination', 'vaccine', 'refusal', 'especially', 'coupled', 'rejection', 'public', 'hygiene', 'measures', 'threatens', 'us', 'getvaccinated', 'wearyourdamnedmask']
3628;134658;If you eat Spam don’t worry about what’s in the vaccine!;0;eat spam worry vaccine;[];['eat', 'spam', 'worry', 'vaccine']
3629;134684;If you sip russian bear u shoudnt worry about what's in the covid vaccine;0;sip russian bear u shoudnt worry covid vaccine;[];['sip', 'russian', 'bear', 'u', 'shoudnt', 'worry', 'covid', 'vaccine']
3630;139001;"Number of fully vaccinated people in #Greece tops 1 million._x000D_
_x000D_
Total vaccines administered: 3,309,788 (of which 108,576 on Wednesday)_x000D_
First shots: 2,272,659_x000D_
Second shots: 1,037,129_x000D_
_x000D_
#coronavirus #vaccine #COVID19";0;number fully vaccinated people greece tops million x x total vaccines administered wednesday x first shots x second shots x x coronavirus vaccine covid;['#Greece', '#coronavirus', '#vaccine', '#COVID19'];['number', 'fully', 'vaccinated', 'people', 'greece', 'tops', 'million', 'x', 'x', 'total', 'vaccines', 'administered', 'wednesday', 'x', 'first', 'shots', 'x', 'second', 'shots', 'x', 'x', 'coronavirus', 'vaccine', 'covid']
3631;136021;Our vaccine rollout is awful. The UK will be rollercoastering in Alton Towers while we're still in our 5ks. But you guys are focused on a tiny minority of people going to a fake dentist appointment in Tenerife. Direct your anger where it should always go- upwards.;0;vaccine rollout awful uk rollercoastering alton towers still ks guys focused tiny minority people going fake dentist appointment tenerife direct anger always go upwards;[];['vaccine', 'rollout', 'awful', 'uk', 'rollercoastering', 'alton', 'towers', 'still', 'ks', 'guys', 'focused', 'tiny', 'minority', 'people', 'going', 'fake', 'dentist', 'appointment', 'tenerife', 'direct', 'anger', 'always', 'go', 'upwards']
3632;136052;Moderna and Pfizer experimental biochemical agents (the pseudo-vaccines) explained  https://t.co/DsgI3QWlrK;1;moderna pfizer experimental biochemical agents pseudo vaccines explained;[];['moderna', 'pfizer', 'experimental', 'biochemical', 'agents', 'pseudo', 'vaccines', 'explained']
3633;134368;Waiting in line for my first dose of the COVID-19 vaccine. @ Midtown, Memphis, Tennessee https://t.co/BXv6stYozD;0;waiting line first dose covid vaccine midtown memphis tennessee;[];['waiting', 'line', 'first', 'dose', 'covid', 'vaccine', 'midtown', 'memphis', 'tennessee']
3634;139014;Coup Situation Update, May 5th, 2021 -DARPA-Funded Race-Specific Self-Replicating Vaccine Bioweapons https://t.co/9Tq3UYGGsH via @BitChute;1;coup situation update may th darpa funded race specific self replicating vaccine bioweapons via;[];['coup', 'situation', 'update', 'may', 'th', 'darpa', 'funded', 'race', 'specific', 'self', 'replicating', 'vaccine', 'bioweapons', 'via']
3635;134397;moderna for emergency room staff today<U+0001F98B>SO grateful and SO hopeful<U+0001F98B>remembering all the people covid has stolen from us worldwide over the last 10 months<U+0001F98B>healing is coming #EssentialWorkers #Covid_19 #vaccine #caregiver https://t.co/j1Bi2g4r9w;0;moderna emergency room staff today u f b grateful hopeful u f b remembering people covid stolen us worldwide last months u f b healing coming essentialworkers covid vaccine caregiver;['#EssentialWorkers', '#Covid_19', '#vaccine', '#caregiver'];['moderna', 'emergency', 'room', 'staff', 'today', 'u', 'f', 'b', 'grateful', 'hopeful', 'u', 'f', 'b', 'remembering', 'people', 'covid', 'stolen', 'us', 'worldwide', 'last', 'months', 'u', 'f', 'b', 'healing', 'coming', 'essentialworkers', 'covid', 'vaccine', 'caregiver']
3636;137414;After several days of searching I was finally able to get an appointment for my first vaccine shot for Thursday at Dodger Stadium. <U+0001F91E>;0;several days searching finally able get appointment first vaccine shot thursday dodger stadium u f e;[];['several', 'days', 'searching', 'finally', 'able', 'get', 'appointment', 'first', 'vaccine', 'shot', 'thursday', 'dodger', 'stadium', 'u', 'f', 'e']
3637;138737;"To all the #VaccinesWork crowd_x000D_
... Clearly not always... Especially when they're rushed and not studied effectively keeping in mind we still have three more years for this vaccine @FDA approved outside of the emergency use_x000D_
https://t.co/GftD49hwLJ_x000D_
https://t.co/6EXfGztFBh";1;vaccineswork crowd x clearly always especially rushed studied effectively keeping mind still three years vaccine approved outside emergency use x;['#VaccinesWork'];['vaccineswork', 'crowd', 'x', 'clearly', 'always', 'especially', 'rushed', 'studied', 'effectively', 'keeping', 'mind', 'still', 'three', 'years', 'vaccine', 'approved', 'outside', 'emergency', 'use', 'x']
3638;138709;if you're a white christian do not worry about what's in the vaccine!! them casseroles y'all cookin up with negate all the effects;0;white christian worry vaccine casseroles cookin negate effects;[];['white', 'christian', 'worry', 'vaccine', 'casseroles', 'cookin', 'negate', 'effects']
3639;138826;"Scary thought._x000D_
_x000D_
First they inoculate all the willing servants by saying it's an untested vaccine. Only blind followers will take it._x000D_
_x000D_
Once they have no more volunteers, they release the weaponized coronavirus. _x000D_
_x000D_
Only the loyal servants and their masters remain.";1;scary thought x x first inoculate willing servants saying untested vaccine blind followers take x x volunteers release weaponized coronavirus x x loyal servants masters remain;[];['scary', 'thought', 'x', 'x', 'first', 'inoculate', 'willing', 'servants', 'saying', 'untested', 'vaccine', 'blind', 'followers', 'take', 'x', 'x', 'volunteers', 'release', 'weaponized', 'coronavirus', 'x', 'x', 'loyal', 'servants', 'masters', 'remain']
3640;137382;"The Government: _x000D_
-Puts fluoride in your water._x000D_
-Puts Barium/Aluminum in the sky._x000D_
-Detonated 1032 nuclear bombs._x000D_
-OK'ed 69 carcinogens in cigarettes_x000D_
-doesn't help homeless Vets_x000D_
-Gives drugs to the homeless_x000D_
_x000D_
But they genuinely want to save your life with an untested Vaccine._x000D_
<U+0001F923><U+0001F44C>";1;government x puts fluoride water x puts barium aluminum sky x detonated nuclear bombs x ok ed carcinogens cigarettes x help homeless vets x gives drugs homeless x x genuinely want save life untested vaccine x u f u f c;[];['government', 'x', 'puts', 'fluoride', 'water', 'x', 'puts', 'barium', 'aluminum', 'sky', 'x', 'detonated', 'nuclear', 'bombs', 'x', 'ok', 'ed', 'carcinogens', 'cigarettes', 'x', 'help', 'homeless', 'vets', 'x', 'gives', 'drugs', 'homeless', 'x', 'x', 'genuinely', 'want', 'save', 'life', 'untested', 'vaccine', 'x', 'u', 'f', 'u', 'f', 'c']
3641;135924;"My coworker’s mom has severe lung disease &amp; on 3L of oxygen. “Ana” hasn’t been able to visit for fear she’d transmit the virus, which would likely be a terminal event. Mom just got her first vaccine &amp; there isn’t a dry eye in the office. It’s been a long 11 months for everyone. https://t.co/5lAk31PGS1";0;coworker mom severe lung disease amp l oxygen ana able visit fear transmit virus would likely terminal event mom got first vaccine amp dry eye office long months everyone;[];['coworker', 'mom', 'severe', 'lung', 'disease', 'amp', 'l', 'oxygen', 'ana', 'able', 'visit', 'fear', 'transmit', 'virus', 'would', 'likely', 'terminal', 'event', 'mom', 'got', 'first', 'vaccine', 'amp', 'dry', 'eye', 'office', 'long', 'months', 'everyone']
3642;135910;Who do i need to talk to for my £70k to tell everyone that the whole world is dying of Covid and everyone should get injected with a life saving vaccine ( not an experimental gene therapy)?;1;need talk k tell everyone whole world dying covid everyone get injected life saving vaccine experimental gene therapy;[];['need', 'talk', 'k', 'tell', 'everyone', 'whole', 'world', 'dying', 'covid', 'everyone', 'get', 'injected', 'life', 'saving', 'vaccine', 'experimental', 'gene', 'therapy']
